emp_no,first_name,last_name,gender,salary,to_date
259929,Randy,Bahr,M,40000,2001-09-30
259947,Kasidit,Yoshimura,M,40000,1998-09-30
259956,Leszek,Angel,F,40000,1992-05-02
259958,Vatsa,DeMori,M,57818,2001-09-15
260066,Xinan,Guenter,M,45792,1996-08-14
260100,Jinpo,Rodite,F,55255,1997-05-30
260189,Stabislas,Salvesen,F,50493,1998-03-28
260117,Margo,Raczkowsky,M,40000,1996-09-16
260123,Mechthild,Fontan,M,53765,2001-06-07
260169,Lokesh,Codenie,F,44695,2001-12-14
260234,Gay,Katzenelson,F,40000,1999-03-21
260260,Sachin,Sidhu,F,69031,1995-09-17
260260,Sachin,Sidhu,F,69031,2001-09-26
260373,Anestis,Ruther,F,59343,1994-08-10
260285,Foong,Irland,M,46851,1998-06-27
260303,Ferdinand,Sambasivam,F,54619,1995-06-14
260317,Shaibal,Yeung,M,40000,1999-12-26
260344,Sugwoo,Marchesini,F,40000,1994-11-25
260380,Utpal,Tagansky,F,40000,1999-05-08
260352,Ayonca,Kilgore,F,40000,1998-08-27
260388,Abdelghani,Diderrich,M,66616,1998-11-14
260410,Bojan,Delgrange,M,49892,1999-09-29
260420,Yurii,Senzako,M,61592,1997-11-04
260433,Harngdar,Plesums,M,40000,1998-08-28
260440,Ayonca,Kilgour,F,53864,1987-11-09
260557,Vugranam,Mayerwieser,M,47556,1987-11-02
260440,Ayonca,Kilgour,F,53864,1990-12-11
260507,Foong,Lueh,M,40000,2000-04-12
260576,Tomokazu,Junet,M,40000,1989-05-05
260576,Tomokazu,Junet,M,40000,1994-02-25
260581,Gritta,Maliniak,F,68996,2001-02-10
260587,Shuho,Wixon,F,40000,1995-03-16
260643,Fox,Shanbhogue,F,40000,2002-03-13
260653,Emdad,Mandell,F,52533,1987-03-21
260729,Jingling,Panienski,M,54410,1991-03-12
260516,Hidekazu,Byoun,M,66474,1985-10-13
260517,Szabolcs,Keohane,M,40000,1993-05-14
260541,Ute,Scharstein,M,75064,1994-06-05
260543,Hatsukazu,Decleir,M,106579,1993-12-11
260928,Barun,Undy,M,40000,1988-04-24
260766,Gil,Bouloucos,F,40000,2000-01-30
260766,Gil,Bouloucos,F,40000,2000-07-06
260801,Jagoda,Gecsei,M,64679,2000-05-01
260822,Uta,Simmen,F,40501,1997-09-27
260992,Dietrich,Etalle,M,40564,1995-06-17
260824,Aram,Cooman,F,54631,2000-12-31
260838,Mohammad,Auyong,F,49390,1997-01-25
260844,Hisao,Denti,M,43856,2002-04-17
261030,Thodoros,Smeets,M,85593,1995-07-14
260900,Kankanahalli,Karunanithi,M,40000,1991-11-29
260900,Kankanahalli,Karunanithi,M,40000,1992-03-16
260912,Arlette,Nations,M,44197,1992-08-27
260915,Leen,Greenaway,F,40000,2000-06-13
260920,Irena,Highland,M,53846,1996-05-04
261040,Arnould,Peroz,F,40000,1994-07-26
261088,Zejun,Lichtman,M,50040,1994-10-18
261126,Shiv,Feldhoffer,M,44296,1994-12-11
261359,Weicheng,Salverda,F,40000,1997-07-17
261139,Candida,Peltason,M,40000,1997-01-13
261143,Reinhard,Mansanne,M,69057,1989-01-15
261153,Fusako,Anily,F,40000,1991-05-06
261172,Katsuyuki,Luit,F,68463,1998-01-10
261190,Ranga,Pusterhofer,F,40000,2001-12-12
261219,Snehasis,Sevcikova,M,40000,1992-04-18
261245,Shahab,Schusler,M,47656,1999-07-03
261385,Roddy,Angel,M,57141,1987-11-03
261266,Tadahiro,Bazelow,M,76170,1993-08-22
261488,Vasiliy,Engelmann,M,69806,1996-07-20
261532,Vatsa,Merro,M,40000,1987-04-16
261532,Vatsa,Merro,M,40000,1991-03-03
261546,Sungwon,Chenney,M,70526,2001-05-01
261554,Shushma,Taubenfeld,F,50386,1994-08-09
261599,Jouko,Genin,M,42580,1989-06-08
261443,Charlene,Flasterstein,M,40000,2001-03-02
261644,Stafford,Codenie,F,40000,1993-09-14
261645,Tonny,Dalphin,M,40000,1992-07-05
261456,Idoia,Perelgut,F,51745,1997-11-18
261479,Tetsushi,Masada,M,52422,2001-10-03
261683,Miomir,Parhami,M,58588,1997-09-11
261853,Cedric,Gerlach,F,40000,1996-07-29
261748,Herb,Massonet,M,40000,1992-07-08
261871,Almudena,Wroclawski,M,61189,1988-11-19
261874,Elrique,Mandelberg,F,40000,1994-01-04
261878,Kwee,Baja,M,91958,1993-08-08
261883,Froduald,Versino,M,53780,1998-04-13
261805,Akeel,Veeraraghavan,F,40000,2001-08-28
261894,Nechama,Versino,F,59071,1989-06-18
261826,Martins,Ulupinar,M,40000,1998-07-25
261931,Tianruo,Delaune,F,51521,1998-08-05
261832,Minghong,Klerer,M,40000,1991-01-10
261842,Vivian,Chenney,M,45473,1999-10-06
261844,Genki,Bojadziev,M,69369,1996-12-08
261850,Brendon,Nyrup,F,65006,2000-06-27
261962,Boutros,Ramaiah,M,40000,1991-06-20
261991,Jaewoo,Velardi,F,40000,1996-12-15
262006,Steve,Sherertz,F,66442,2000-09-15
262057,Dinah,Bojadziev,M,65644,2002-02-19
262058,Akeno,Heiserman,F,40000,2001-08-31
262025,Kankanahalli,Lanzelotte,M,52274,1993-03-20
262233,Vugranam,Knightly,M,72251,2000-12-09
262115,Shao,Farris,M,40000,2002-02-11
262131,Jiang,Bernini,F,48217,1998-01-18
262240,Arno,Sessa,F,40000,1995-01-06
262178,Stein,Dalphin,M,40000,1999-08-04
262273,Yakkov,Guting,M,40000,1996-11-23
262301,Sandeepan,Azuma,M,40000,1993-09-11
262319,Mooi,Barreiro,M,42427,1991-02-04
262327,Nagui,McFarlan,M,52623,1987-03-23
262352,Seongbae,Reistad,M,46928,2002-05-22
262415,Kenroku,Junot,M,61302,1994-02-09
262430,Kokou,Itzigehl,M,43531,1986-12-03
262441,Shmuel,Jording,F,59759,2000-01-12
262369,Pranjal,Condotta,M,40000,1994-09-12
262389,Hongzhu,Millington,F,40000,1999-11-26
262398,Yucel,Stellhorn,M,40000,1991-10-26
262511,Fatemeh,Jansen,M,44780,1999-12-03
262592,Danai,Limongiello,M,42830,1991-08-20
262521,Susumu,Ratnakar,M,40000,1996-12-26
262530,Yuping,Bondorf,M,49458,2002-02-01
262549,Yucel,Landherr,F,40000,1993-11-01
262549,Yucel,Landherr,F,40000,1988-10-14
262576,Hideyuki,Bernardeschi,F,43770,2001-08-27
262576,Hideyuki,Bernardeschi,F,43770,2000-10-21
262607,Kendra,Buchter,F,55818,1993-12-16
262807,Christfried,Gyorkos,M,52060,1995-06-02
262622,Theron,Taubman,F,63750,1999-07-07
262631,Sverrir,Egerstedt,M,56579,2001-10-20
262647,Peer,Heinisuo,F,40000,2000-06-28
262673,Kazuhira,Wixon,M,40000,2002-06-13
262898,Susuma,Shihab,M,49826,1997-03-29
262900,IEEE,Egerstedt,M,54674,1987-11-23
262919,Naftali,Gist,F,45859,1994-12-27
262687,Kamakshi,Stanger,M,73384,1994-03-30
262938,Bluma,Goodrum,M,70227,2000-02-28
262701,Sajjad,Melton,F,40000,1996-10-21
262959,Phillip,Dulli,M,66699,1996-06-14
262701,Sajjad,Melton,F,40000,2002-02-06
262733,Mitsuyuki,Schahn,M,40000,1989-11-28
262753,Mari,Muhlberg,F,40875,1993-12-29
262976,Anneli,Matzov,M,61396,1997-04-08
262993,Guttorm,Danley,F,40000,1999-04-29
262996,Weiye,Speek,M,40000,1986-04-17
262755,Arunachalam,Collette,M,44314,1993-12-10
262770,Odysseas,Kermarrec,M,52624,2001-10-11
262771,Guttorm,Lammel,F,40000,1990-06-08
263171,Kokou,Gulak,M,40000,1998-07-21
263082,Bluma,Roisin,F,52476,1994-11-03
263173,Douadi,Massonet,M,42153,1991-10-27
263182,Yongmin,Garnham,F,40000,1997-07-04
263143,Berhard,Baca,F,51619,2001-05-17
263196,Zhilian,Luck,M,40000,1994-05-27
263223,Hisao,Khalil,M,40000,1998-06-08
263223,Hisao,Khalil,M,40000,1991-12-25
263228,Mostafa,Fordan,M,72598,1997-03-05
263335,Leah,Rullman,M,42865,1995-12-13
263243,Amstein,Giveon,M,93759,1996-07-02
263276,Ramya,Ullian,M,44710,1997-08-27
263362,Temple,Sridhar,M,40000,1994-11-02
263395,Maha,Bernardeschi,F,52392,1997-08-20
263292,Honesty,Terekhov,M,65472,2002-01-14
263308,Rafail,Ferriere,F,40876,1988-09-27
263428,Subbu,Falster,F,40000,1996-05-02
263435,Tran,Munke,M,40000,1995-05-18
263443,Uno,Condotta,M,61702,2001-11-15
263528,Jaques,Matzat,M,47749,2001-05-16
263467,Sverrir,Nilsson,M,81977,1997-02-09
263528,Jaques,Matzat,M,47749,1996-10-26
263608,Waiman,Pepe,M,40000,1998-01-02
263738,Kazunori,Bressoud,F,44998,2002-02-10
263753,Szabolcs,Gulak,M,41968,1996-03-20
263641,Rosalyn,Pehl,F,40000,1994-03-04
263777,Janche,Oppitz,M,40000,1989-06-14
263793,Shay,Mikschl,F,71407,1991-04-09
263798,Elliott,Validov,M,40000,1997-07-08
263892,Elzbieta,Dymetman,M,59707,2000-10-18
263822,Seongbin,Ananiadou,F,42793,1994-06-04
263861,Lein,Matzen,M,54005,2000-10-11
263901,Jaques,Peral,M,67319,1993-01-03
263913,Sampalli,Berstel,F,43960,1999-10-24
263952,Vincent,Joslin,M,40000,1997-07-25
264097,Xiaopeng,Suermann,M,40000,1989-11-02
264097,Xiaopeng,Suermann,M,40000,1989-06-19
264018,Djenana,Lorcy,F,46245,1993-09-08
264137,Wanqing,Serov,M,40000,1988-01-13
264137,Wanqing,Serov,M,40000,1997-05-02
264187,Navin,Klerer,F,49124,1996-12-21
264039,Oscar,Smeets,M,55576,1993-06-09
264039,Oscar,Smeets,M,55576,1994-01-23
264049,Maik,Bakhtari,M,45009,1994-08-28
264242,Odoardo,Covnot,F,40000,1994-08-19
264242,Odoardo,Covnot,F,40000,2002-05-18
264249,Snehasis,Pelc,F,40000,1999-09-27
264250,Shmuel,Fasbender,F,40000,1992-05-29
264049,Maik,Bakhtari,M,45009,1989-04-02
264068,Rosita,Casley,M,40000,1996-05-17
264445,Jamaludin,Naumovich,F,40000,2000-05-01
264445,Jamaludin,Naumovich,F,40000,2000-01-18
264506,Parke,Kalefeld,F,42530,1999-02-25
264306,Xiaobin,Curless,F,40000,2002-04-17
264308,Suvo,Esteva,F,51448,1998-10-31
264354,Sreekrishna,Lamparter,F,40000,1991-05-22
264390,Abdelghani,Waeselynck,F,91248,1992-06-20
264434,Mizuhito,Ghelli,F,50456,2000-09-18
264435,Ung,Sudkamp,F,96179,1992-11-03
264666,Deborah,Luon,F,42378,1999-12-05
264667,Uwe,Mitsuhashi,M,48067,1997-03-30
264676,Shigeo,Polupanov,M,40000,1997-10-07
264676,Shigeo,Polupanov,M,40000,1994-12-19
264688,Jovan,Kobara,M,64660,1990-12-24
264535,Gunilla,Ashish,F,40000,2002-07-08
264703,Temple,Genther,F,50268,1998-07-04
264723,Xiong,Furudate,M,57162,2002-05-04
264731,Hitofumi,Kriebel,F,54517,2001-01-19
264546,Branimir,Perl,F,72582,2001-04-29
264745,Filipp,Syrzycki,M,40000,2000-09-16
264750,DAIDA,DeMori,M,40000,1994-10-20
264750,DAIDA,DeMori,M,40000,1987-07-25
264760,Annemarie,Dulin,F,74778,1993-10-06
264764,Sashi,Yemenis,M,52376,1993-07-21
264789,Hilary,Birjandi,M,40000,2001-10-05
264607,Shaw,Sullins,M,70842,1997-09-27
264814,Sreekrishna,Erman,F,40000,1993-03-23
264814,Sreekrishna,Erman,F,40000,1994-12-07
264863,Trygve,Kopetz,M,62594,2001-04-03
264863,Trygve,Kopetz,M,62594,1990-03-23
264612,Hatim,Calkin,F,40000,1989-01-09
264996,Gian,Avouris,F,40000,2000-12-25
264929,Yuichiro,Esteva,M,92626,2000-05-22
264931,Mantis,Gips,F,40000,1997-08-27
264948,Fay,Litzkow,M,55408,1995-02-22
264950,Atilio,Hardjono,M,58295,1993-06-23
265009,Tze,Harbusch,M,40000,1997-04-18
264963,Harjit,Luan,M,66038,2002-04-18
264971,Shaz,Einsfeld,F,40000,1986-07-24
265022,Ayakannu,Erni,M,40000,1991-10-13
265072,Udaiprakash,Marzano,M,77806,1999-05-04
265072,Udaiprakash,Marzano,M,77806,1999-03-10
265108,Arto,Stiles,F,47868,1995-08-24
265134,Ulf,Ventosa,M,89855,1999-12-06
265238,Goa,Benzaken,F,74588,1996-04-04
265399,Shahab,Raney,F,40000,1992-07-16
265276,Toshiki,Back,F,44866,2001-09-03
265327,Sahrah,Journel,F,75982,1989-08-07
265400,Claude,Krybus,M,40000,1993-11-15
265443,Dinkar,Hellwagner,M,46111,1994-05-28
265462,Mara,Guardalben,F,49706,1990-07-08
265479,Seshu,Babb,F,40000,2001-06-26
265479,Seshu,Babb,F,40000,1998-03-26
265489,Mitchel,Koprowski,M,42107,2001-12-21
265492,Mechthild,Baba,M,57415,1996-11-15
265496,Rance,Crabtree,M,55394,1999-02-10
265503,Djelloul,Picci,M,51855,1996-05-24
265676,Owen,Monarch,M,64324,1992-02-24
265542,Serap,Srimani,M,65553,1999-08-26
265687,Shuky,Ranta,M,40000,2002-03-13
265696,Fayez,Jiang,F,40000,2000-11-17
265931,Pohua,Borstler,M,43558,1999-03-23
265931,Pohua,Borstler,M,43558,1999-04-04
265981,Taegyun,Georg,M,52094,1999-08-16
265790,Terresa,Lyonns,F,40000,1998-07-02
265988,Moto,Bail,M,53835,2001-11-02
265988,Moto,Bail,M,53835,1999-04-28
266017,Gift,Spelt,M,68777,1998-10-17
265872,Reuven,Alblas,M,40000,2001-11-24
265874,Jixiang,Melter,M,49624,1992-09-25
265883,Ennio,Solovay,M,66041,1996-09-19
266032,Shaz,Orlowska,M,46001,1994-04-19
266080,Mari,Maraist,M,40000,1997-08-10
266092,Rafael,Feinberg,F,54777,1991-01-30
266100,Maria,Ritcey,M,49653,1999-06-12
266333,Moss,Oppitz,M,52343,2002-07-02
266147,Lalit,Krichel,M,57640,2002-04-05
266184,Geraldo,Snyers,F,53245,2001-06-01
266212,Sangeeta,Hedayat,M,40000,1999-06-17
266360,Ramya,Kusalik,M,40000,1989-04-09
266224,Munehiko,Terwilliger,F,90836,1996-10-10
266233,Larisa,Honiden,M,40000,1986-06-04
266239,Henk,Schaar,M,95252,1990-10-23
266244,Akeel,Cairo,M,40398,1998-01-04
266406,Duro,Dalton,F,64866,2001-04-17
266275,Greger,Rosch,F,94725,1998-07-30
266282,Dung,Oppitz,M,40000,1992-02-24
266415,Genki,Ventosa,M,69797,1992-02-02
266667,Sadun,England,F,52926,1998-07-18
266484,Dhritiman,Kakkar,F,40000,1994-07-26
266484,Dhritiman,Kakkar,F,40000,2002-02-24
266503,Sanjeeva,VanScheik,F,40000,1999-06-18
266752,Shay,Flanders,M,83085,2001-03-15
266579,Rosella,Ranai,M,50166,1993-03-05
266635,Miquel,Speel,F,40000,1997-08-28
266635,Miquel,Speel,F,40000,1988-12-20
266752,Shay,Flanders,M,83085,1993-02-15
266653,Khun,Cochrane,F,56954,1999-07-08
266762,Niranjan,Luon,M,57047,2001-10-24
266774,Weiwu,Vingron,F,40000,1999-10-18
266804,Marin,Rahimi,M,60966,2000-12-30
266807,Dekang,Serra,F,45221,1986-10-08
266847,Noritoshi,Servieres,M,72936,2001-05-04
266849,Gill,Asmuth,M,48982,1997-04-29
266828,Lobel,Curless,F,81618,1999-03-06
267063,Kiyotoshi,Swick,F,64217,2001-09-14
266908,Kokou,Thorensen,F,58992,1990-04-10
266929,Gaetan,Tzvieli,F,49369,1995-01-10
266959,Valery,Thiran,M,52974,1999-07-29
267103,Bernice,Figueira,M,45031,1999-04-27
267015,Abdulah,Bahk,M,40000,1998-10-22
267015,Abdulah,Bahk,M,40000,2000-05-01
267024,Manu,Walstra,M,40000,1998-05-31
267230,Sanjiv,Prampolini,F,40000,1997-01-15
267233,Saeko,Jervis,F,40000,1998-08-13
267128,Kaijung,Angiulli,F,72980,2000-07-15
267258,Magdalena,Cochrane,F,43150,1995-08-21
267271,Limsoon,Besselaar,F,48045,1998-09-02
267280,Josyula,Fraisse,M,40016,1997-06-23
267138,Alair,Auyong,M,52965,1998-07-01
267288,Rajmohan,Porenta,M,65764,1990-12-24
267143,Charmane,Albarhamtoshy,M,58870,1989-12-24
267160,Alselm,Brookner,M,45998,2001-11-13
267320,Haldun,Genther,M,40000,1993-02-23
267333,Pranav,Levasseur,M,52507,1992-09-29
267170,Tzu,Cheshire,F,60986,1993-03-04
267344,Otmar,Ghemri,M,47601,1997-11-24
267348,Aris,Schusler,F,59921,1998-02-11
267179,Shichao,Sadowski,M,40000,2000-10-13
267198,Przemyslawa,Casperson,F,69880,2000-09-23
267383,Anyuan,Verhoeff,F,50504,1997-12-30
267595,Sanjeeva,Redmiles,F,56794,1998-02-01
267407,Taisook,Falster,M,88970,2000-01-16
267619,Zengping,Lienhardt,F,80613,1991-10-27
267451,Uta,Murthy,M,56863,1989-08-28
267457,Ramalingam,Benaini,M,44875,1997-10-07
267717,Arve,Karner,M,42229,1997-07-17
267484,Janalee,Cardazo,M,62963,1996-11-20
267512,Arnould,Collette,M,40000,1992-04-02
267547,Lobel,Winter,M,65635,1996-06-20
267547,Lobel,Winter,M,65635,1997-03-05
267556,Gita,Molenaar,F,42755,1998-07-27
267799,Honesty,Rijsenbrij,M,40000,1999-03-04
267808,Yahiko,Whitcomb,F,70903,1998-02-22
267847,Apostol,Ebeling,M,40000,1994-01-09
267719,Almudena,Kavvadias,F,40000,2002-03-09
267906,Nectarios,Kaminger,M,45167,2000-04-22
267761,Sham,Berstel,F,40000,1991-05-24
267761,Sham,Berstel,F,40000,1999-07-08
267770,Vitali,Skrikant,M,104807,1994-05-02
268190,Paddy,Ermel,F,79443,1993-05-05
267971,Gad,Rodiger,F,48171,1992-05-03
267988,Deborah,Alblas,M,46924,1999-06-05
267996,Tamiya,Kandlur,M,54472,1998-05-10
268009,Yolla,Quadeer,F,52608,1990-03-07
268204,Nahid,Vakili,M,70004,1992-07-12
268021,Valeri,Waymire,M,86371,1997-09-28
268204,Nahid,Vakili,M,70004,1999-08-24
268055,Shahid,Kornyak,M,54106,1995-11-27
268057,Gennady,Cesareni,M,51162,2000-07-12
268209,Pranay,Attimonelli,F,75036,2002-03-12
268239,Naraig,Cmelik,F,75506,1991-09-13
268292,Ferdinand,Herbst,M,45676,1997-09-02
268123,Krister,Kulisch,M,45624,2000-03-05
268137,Girolamo,Gunderson,M,46592,2000-05-28
268309,Mrinalini,Hockney,F,55454,1987-02-13
268309,Mrinalini,Hockney,F,55454,1985-04-03
268592,Remzi,Mateescu,M,40000,2000-01-05
268339,Sigeru,Jonsson,M,53173,1993-02-21
268354,Temple,Gist,F,70456,1998-09-02
268372,Masaki,Lorys,F,45499,1995-06-21
268398,Mircea,Zastre,M,40000,1991-01-22
268398,Mircea,Zastre,M,40000,1988-10-21
268437,Toshiko,Naumovich,F,47879,1997-12-04
268437,Toshiko,Naumovich,F,47879,1997-02-27
268601,Goncalo,Ratnaker,F,66884,1997-01-17
268480,Apostol,Kropf,M,49037,1993-01-14
268629,Randy,Junot,F,51294,1993-08-20
268639,Anwar,Nitsch,F,40000,1993-07-26
268646,Golgen,Garrabrants,F,44532,1996-08-18
268652,Frazer,Bojadziev,F,40000,1990-04-21
268661,Mohammad,Zaccaria,F,78913,1995-11-05
268667,Munir,Piazza,F,44330,2000-07-07
268698,Hercules,Streng,M,40000,2000-10-14
268684,Yinghua,Ramras,F,71012,1991-04-10
268902,Arup,Krohm,M,56509,2000-11-21
268779,Mooi,Krichel,F,41392,2000-12-30
268912,Gully,DuBourdieux,M,40000,1994-10-18
268914,Barry,Alpin,F,57288,1987-04-07
268925,Udo,Boissier,M,40000,1989-05-29
268860,Mooi,Aloisi,F,40000,1994-06-20
268935,Munehiko,Gimbel,F,54805,1998-05-18
268867,Tetsurou,Parascandalo,M,40000,1994-08-29
268938,Kerhong,Peltason,M,43949,1989-10-28
268999,Persi,Back,M,40000,1999-04-06
269000,Tadanori,Krybus,M,80244,2000-05-22
269012,Ronghao,Puoti,F,42129,1989-01-07
269093,Unal,Debuse,M,52637,1994-07-24
269019,Vasiliy,Mundy,F,53081,1996-09-04
269102,Kyoichi,Spinelli,M,58051,1991-11-13
269029,Fan,Bouloucos,M,77497,1992-06-08
269117,Pranav,Basart,M,60009,1998-01-01
269117,Pranav,Basart,M,60009,1998-05-17
269121,Odysseas,Gammage,F,62611,1990-04-29
269126,Jaroslava,Rodham,M,40000,1995-12-10
269159,Saniya,Leslie,M,42736,1991-10-12
269184,King,Gonthier,M,53362,2000-10-17
269202,Jagoda,Rahier,F,62982,1996-07-10
269205,Fumitake,Junet,M,63958,1992-10-18
269534,Kwok,Trogemann,F,66926,1996-02-06
269270,Manohar,Melton,F,69219,1993-03-09
269279,Aria,Staelin,M,40000,1996-07-17
269286,Sorina,Lamba,M,94824,1999-10-12
269315,Geoffrey,Kleiser,F,40000,1999-07-23
269320,Sushant,Gewali,M,62847,1992-04-09
269349,Jouni,Birch,F,40000,1994-01-15
269562,Shim,Henders,M,50979,1998-06-27
269570,Eben,Kermarrec,M,99888,1996-05-02
269414,Izaskun,Khalil,M,49760,2000-07-19
269419,Goa,Liesche,M,40000,2001-10-20
269598,Rajmohan,Junot,M,43594,1995-02-18
269423,Sajjad,Kolinko,F,57921,1991-08-24
269812,Dayanand,Thorensen,M,45085,1998-01-02
269625,Martien,Fairtlough,M,40000,2001-02-25
269648,Martial,Kirkerud,M,40000,1997-01-13
269854,Shih,Gente,M,44728,2002-07-11
269667,Mabry,Dalphin,M,44783,1999-10-01
269672,Xiaoheng,Masaki,M,40000,1992-11-04
269697,Candido,Weisert,F,90215,1999-01-28
269705,Kensyu,Soloway,F,62003,1987-10-05
269865,Mohammed,Scharstein,M,45056,1998-03-06
269715,Ohad,Crelier,F,43382,1997-02-28
269726,Goo,Valiente,M,72629,1994-06-18
269873,Hidekazu,Danner,M,66561,1999-11-08
269739,Ekawit,Reistad,M,54689,2001-04-15
269877,Mads,Servi,F,74916,2002-08-01
269878,Premal,Oehlmann,F,71295,2000-02-12
269913,Alain,Jervis,M,89097,2001-12-12
269780,Weijing,Terkki,M,44184,2001-12-30
269922,Susanna,Kakkar,M,65024,1992-08-04
269922,Susanna,Kakkar,M,65024,1999-12-08
269931,Anneli,Cummings,M,40000,1991-08-03
269949,Val,Tyugu,M,40000,1998-07-12
269968,Shahid,Nourani,M,40000,1999-06-27
269993,Taizo,Comte,F,80883,1996-12-28
270180,Magdalena,Chiodo,F,42315,1992-12-01
270004,Annemarie,Keirsey,F,59375,2000-03-30
270004,Annemarie,Keirsey,F,59375,1997-06-26
270052,Sanjay,Serna,F,49519,1998-04-18
270065,Domenico,Siksek,M,71699,2002-04-30
270189,Kitty,Cronau,F,86721,2001-01-19
270106,Jeane,Vanwelkenhuysen,M,40000,1988-03-28
270216,Spyrose,Underwood,F,61277,1996-06-26
270120,Oguz,Gluchowski,F,45336,1999-04-03
270235,Zeydy,Sundgren,M,40000,2000-01-27
270290,Younwoo,Asser,M,40000,1987-03-30
270303,Shaibal,Biros,F,40057,1990-01-09
270371,Moon,Capobianchi,M,80759,1992-07-23
270313,Vidya,Swift,F,46605,1991-06-29
270383,Marsha,Boguraev,M,74367,2001-08-13
270320,Tetsushi,Azulay,M,41047,1992-01-30
270404,Gaurav,Minakawa,M,49472,1994-12-08
270349,Kellyn,Herath,M,46976,1992-01-22
270431,Cullen,Setia,F,40000,2002-04-28
270596,Uriel,Gien,M,70361,2002-07-09
270453,Sadok,Perri,F,59525,1989-03-09
270486,Randy,Schwabacher,F,54507,1988-03-09
270488,Augustine,Genther,M,70648,2002-03-14
270500,Alexius,Heering,F,65110,1996-04-05
270521,Heekeun,Demos,F,50951,1999-04-20
270599,Zeljko,Munck,F,80813,1990-08-18
270658,Ewing,Beidas,M,40000,1994-01-16
270737,Xinyu,Marsiglia,M,52274,2001-09-30
270669,Leen,Farrel,M,40000,1991-01-20
270770,Petter,Cronin,M,61187,1999-04-28
270784,Piyush,Docker,M,53925,2002-08-01
270787,Utpal,Wolniewicz,M,42531,1989-01-24
270810,Gonzalo,Braccini,M,56560,1988-01-26
270849,Tamiya,Matzel,F,73867,1999-03-31
270856,Claudi,Anido,M,76666,2000-11-20
270863,Sibyl,Huttel,M,40000,2000-02-25
270875,Tadahiro,Magalhaes,M,44123,1994-09-29
270913,Wojceich,Zallocco,F,50347,1994-02-01
270679,JoAnne,Cannata,M,44184,1991-10-24
270698,Hongzhu,Lieblein,M,40000,1987-12-28
270921,Adam,Wilfing,M,53574,2001-08-20
271175,Jeanna,Viele,F,40000,1997-05-02
270988,Basant,Binding,M,43818,2000-03-28
271048,Kristin,Cangellaris,M,46283,1988-02-22
271053,Bernd,Baby,F,42709,1996-02-01
271070,Yannis,Kornatzky,F,41122,1995-03-09
271070,Yannis,Kornatzky,F,41122,1998-04-04
271188,Chanjung,Stiles,M,40000,2001-02-01
271190,Pradeep,Genther,M,92764,1994-08-29
271206,Zongyan,Makrucki,F,63176,1995-07-19
271231,Munehiro,Terlouw,M,52677,2001-04-04
271234,Naftali,Gluchowski,F,40000,1996-10-06
271319,Hideo,Rosin,M,95814,1998-06-05
271330,Phillip,Werthner,F,42913,2001-08-22
271347,Ramachenga,Driscoll,F,40000,1999-08-29
271369,Zhenbing,Peak,M,58861,2000-04-28
271369,Zhenbing,Peak,M,58861,1994-10-25
271372,Bartek,Setia,F,40000,1994-08-24
271385,Abdelwaheb,Sgarro,M,80387,1990-12-04
271495,Lena,Falco,M,40000,1994-07-15
271436,Fei,Cummings,F,40000,1998-08-21
271452,Hitomi,Bergere,M,65650,1997-04-19
271459,Kenroku,Plump,F,40000,2000-12-14
271532,Bilhanan,Heering,M,62951,2000-09-27
271674,Arif,Slobodova,F,48335,2002-05-09
271676,Ottavia,Herath,F,77009,1994-06-14
271699,Macha,Kadhim,M,56570,1999-11-15
271704,Vivian,Gente,M,40000,2001-10-17
271550,Mats,Menhardt,F,75106,1998-06-29
271720,Martijn,Cronan,M,40000,1989-07-02
271725,Gina,Flasterstein,F,40000,1996-03-07
271726,Akeno,Narwekar,M,40000,1989-02-07
271551,Golgen,Hiraishi,M,40000,1991-09-25
271560,Mohan,Papastamatiou,M,63670,2001-03-08
271572,Xiong,Jahnichen,M,45194,1996-11-26
271769,Richara,Daescu,F,44942,1993-07-29
271769,Richara,Daescu,F,44942,1992-06-18
271776,Vasilii,Makrucki,M,40000,1998-07-17
271781,Khalil,Dalton,M,56985,2001-05-11
271580,Khun,Delgrossi,M,40000,1994-04-06
271580,Khun,Delgrossi,M,40000,1997-06-28
271630,Fai,Peac,M,66718,2000-09-17
271816,Chandrasekaran,Przulj,M,40000,1988-01-05
271828,Kamakshi,Braunmuhl,F,64785,1990-05-04
271837,Narain,Szmurlo,M,48301,1997-03-04
271645,Roddy,Besselaar,F,40000,1994-05-09
272032,Ronghao,Zschoche,M,40000,2001-11-09
271847,Valdiodio,Takanami,M,79780,2000-06-26
271867,Chenye,Aloia,M,75299,1989-08-29
271867,Chenye,Aloia,M,75299,1990-03-14
271888,Dekang,Gide,F,40000,1988-02-18
272089,Reuven,Makrucki,M,40000,2002-01-07
271918,Giri,Cronau,M,40000,2001-10-09
272098,Arno,Bashian,F,49358,1992-09-14
272100,Berthier,Murtagh,F,41707,1995-12-08
271976,Mary,Kuhnemann,F,66603,1996-03-30
272163,Ronghao,Ashish,M,40000,1996-08-11
271997,Werner,Koshiba,M,93683,1992-09-08
272007,Sachin,Delaune,M,47771,1993-03-05
272021,Baoqiu,Asrin,M,49057,2000-01-19
272400,Nishit,Andreotta,F,65139,1995-04-18
272228,Miquel,Stanger,F,40000,2000-09-08
272241,Zorica,Litzkow,M,53734,1995-07-04
